Distance In Route,Effective Grade Percent,Effective Speed Limit,Elevation
2.9000000000000004,-0.3474573728047027,50.0,-18.029400247026697
2.95,-0.3568442181707215,50.0,-19.037705316520025
3.0,-0.35659469315184694,50.0,-20.199305316520025
3.0500000000000003,-0.3603658759591626,50.0,-21.360905316520032
3.1,-0.3774034215312469,50.0,-22.52250531652003
3.1500000000000004,-0.39216507056618205,50.0,-23.639477256120024
3.2,-0.4126869413508578,50.0,-24.616277256120014
3.25,-0.4250868253295135,50.0,-25.593077256120015
3.3000000000000003,-0.41438908159490084,49.99999999999999,-26.569877256120016
3.35,-0.3996653118963769,50.00000000000001,-27.546677256120013
3.4000000000000004,-0.39736023992126623,50.0,-28.523477256120024
3.45,-0.3969841619680896,50.0,-29.500277256120015
3.5,-0.4010942757589517,50.0,-30.47707725612
3.5500000000000003,-0.3988769629914971,50.0,-31.453877256120016
3.6,-0.39362407486244555,50.0,-32.52415939153334
3.6500000000000004,-0.3938853608614609,50.0,-33.60655939153334
3.7,-0.39393116307975584,50.0,-34.68895939153333
3.75,-0.39483952301853503,50.0,-35.77135939153332
3.8000000000000003,-0.39726300000000003,50.0,-36.85375939153333
3.85,-0.3985972761725876,50.0,-37.93615939153332
3.9000000000000004,-0.3972829902946499,50.0,-39.018559391533316
3.95,-0.3967541299094871,50.0,-40.100959391533316
4.0,-0.40150974181397747,50.0,-41.36366751865332
4.05,-0.4127495457603795,50.00000000000001,-42.68366751865331
4.1000000000000005,-0.4233432558444119,50.0,-44.00366751865332
4.15,-0.4323096511521727,50.0,-45.323667518653316
4.2,-0.434123356801982,50.0,-46.443779925693335
4.25,-0.4275948347049829,50.0,-47.446979925693334
4.3,-0.4215070639332399,50.0,-48.45017992569335
4.3500000000000005,-0.41580135537091545,50.0,-49.45337992569337
4.4,-0.40809699999999993,50.0,-50.33588536606669
4.45,-0.3961346905489357,50.0,-51.15428536606669
4.5,-0.39146076520829215,50.0,-51.972685366066685
4.55,-0.3902471928471719,50.0,-52.791085366066696
4.6000000000000005,-0.38905232756806984,50.0,-53.72633311554671
4.65,-0.3966256129988275,50.0,-54.83513311554671
4.7,-0.39977058455670067,50.0,-55.94393311554671
4.75,-0.39940466429965216,50.0,-57.05273311554672
4.800000000000001,-0.40167870392312255,50.0,-58.16153311554673
4.8500000000000005,-0.40553421766355136,50.0,-59.270333115546734
4.9,-0.40071462166433924,50.0,-60.37913311554673
4.95,-0.39433963236041913,50.0,-61.48793311554674
5.0,-0.39018980243548,50.0,-62.596733115546755
5.050000000000001,-0.38521584760612715,50.0,-63.627590899106764
5.1000000000000005,-0.3859229448343594,50.0,-64.65719089910677
5.15,-0.3897815701809282,50.0,-65.68679089910674
5.2,-0.3918719487335238,50.0,-66.71639089910673
5.25,-0.39119144505963943,50.00000000000001,-67.74599089910673
5.300000000000001,-0.39312304603676074,50.0,-68.77559089910675
5.3500000000000005,-0.39627071132788094,50.0,-69.80519089910673
5.4,-0.3982018913497118,50.0,-70.83479089910674
5.45,-0.39746801553449485,50.0,-71.77310144737338
5.5,-0.39219674985148417,50.0,-72.69710144737338
5.550000000000001,-0.3863178236237298,50.0,-73.62110144737339
5.6000000000000005,-0.3808289941910029,50.0,-74.54510144737338
5.65,-0.3766933885057181,50.0,-75.46910144737338
5.7,-0.373137188608464,50.0,-76.3931014473734
5.75,-0.37155055831821693,50.0,-77.31710144737339
5.800000000000001,-0.36874440830011895,50.0,-78.24110144737338
5.8500000000000005,-0.36636389282719617,50.0,-79.16510144737339
5.9,-0.36467811120207927,50.0,-80.0891014473734
5.95,-0.36090647016378485,50.0,-81.0131014473734
6.0,-0.3503139010927039,50.0,-81.7770528935067
6.050000000000001,-0.3254088698189629,50.0,-82.17305289350672
6.1000000000000005,-0.30527858204819047,50.0,-82.56905289350672
6.15,-0.28816065757227366,50.0,-82.96505289350672
6.2,-0.26802551156307086,50.0,-83.2530226960667
6.25,-0.24080309509491438,50.0,-83.43782269606669
6.300000000000001,-0.22511481613074313,50.0,-83.62262269606668
6.3500000000000005,-0.21369476476779503,50.0,-83.80742269606667
6.4,-0.20692431742466877,50.0,-84.17148069146668
6.45,-0.21166151139699896,50.0,-84.75228069146667
6.5,-0.2108627433737226,50.0,-85.33308069146665
6.550000000000001,-0.20352394611222402,50.0,-85.91388069146664
6.6000000000000005,-0.19980530525832316,50.0,-86.49468069146664
6.65,-0.20165056860129493,50.00000000000001,-87.07548069146665
6.7,-0.19585978053027991,50.0,-87.65628069146666
6.75,-0.18639320097796488,50.0,-88.25888383957333
6.800000000000001,-0.18612287834750177,50.0,-88.94528383957336
6.8500000000000005,-0.184256829710059,50.0,-89.63168383957336
6.9,-0.19384195972608464,49.99999999999999,-90.31808383957335
6.95,-0.20672744624954237,50.0,-91.00448383957334
7.0,-0.21541545535843365,50.0,-91.69088383957335
7.050000000000001,-0.22002207345485048,50.0,-92.37728383957335
7.1000000000000005,-0.22620599999999996,50.0,-93.06368383957337
7.15,-0.23225083450840775,50.0,-93.75008383957334
7.2,-0.23911590992541612,50.0,-94.46858925577334
7.25,-0.2527066429615258,50.0,-95.28698925577334
7.300000000000001,-0.261360580608739,50.0,-96.10538925577336
7.3500000000000005,-0.2680284745493678,50.0,-96.92378925577333
7.4,-0.27351939709967643,50.0,-97.74218925577333
7.45,-0.27901231006485877,50.0,-98.56058925577332
7.5,-0.2826838494689891,50.0,-99.3789892557733
7.550000000000001,-0.2852988103438576,50.0,-100.19738925577332
7.6000000000000005,-0.2879992010232936,50.0,-100.9798107963333
7.65,-0.2810887271190535,50.0,-101.61341079633328
7.7,-0.27708015735592334,50.0,-102.24701079633327
7.75,-0.27557373964849324,50.0,-102.88061079633327
7.800000000000001,-0.27126049322283885,50.0,-103.4625783486533
7.8500000000000005,-0.26105730351921275,50.0,-103.9377783486533
7.9,-0.2536344503849088,50.0,-104.4129783486533
7.95,-0.24854045023374569,50.0,-104.8881783486533
8.0,-0.24266763882628906,50.0,-105.36337834865328
8.05,-0.23782836356978312,50.0,-105.83857834865329
8.1,-0.232171659625088,50.0,-106.31377834865327
8.15,-0.22475741474563987,50.0,-106.7889783486533
8.200000000000001,-0.21777738145487846,50.00000000000001,-107.26417834865333
8.25,-0.2131008203374376,50.0,-107.73937834865333
8.3,-0.206325896334214,50.0,-108.21457834865335
8.35,-0.19860679308854612,50.0,-108.68977834865336
8.4,-0.19343854457183607,50.0,-109.16497834865335
8.450000000000001,-0.18956683344802805,50.0,-109.64017834865336
8.5,-0.18653097426767243,50.0,-110.11537834865337
8.55,-0.18430030333072453,50.0,-110.59057834865337
8.6,-0.17724596448860946,50.0,-111.02296433712002
8.65,-0.15666670614144873,49.99999999999999,-111.04936433712
8.700000000000001,-0.13955846124707055,50.00000000000001,-111.07576433712002
8.75,-0.12615590479604205,50.0,-111.10216433712002
8.8,-0.11269158182968878,50.0,-111.12856433712
8.85,-0.099125476384281,50.0,-111.15496433712
8.9,-0.08773862893925424,50.0,-111.05029020521332
8.950000000000001,-0.06277334774048203,50.0,-110.62789020521329
9.0,-0.03913662746945909,50.0,-110.20549020521332
9.05,-0.025255228721664684,50.0,-109.78309020521333
9.1,-0.008799535429793068,50.0,-109.42477398644002
9.15,-0.004173716980437962,50.0,-109.58317398644003
9.200000000000001,-0.0066277979778745855,50.0,-109.74157398644002
9.25,-0.01161628897670024,50.0,-109.89997398644002
9.3,-0.015765065551006343,50.0,-110.05837398644002
9.35,-0.02230986856869302,50.0,-110.21677398644003
9.4,-0.017965584607791858,50.0,-110.37517398644005
9.450000000000001,-0.004346721698364909,49.99999999999999,-110.53357398644008
9.5,-0.0011084592336975101,50.0,-110.69197398644008
9.55,-0.0010454442335976937,50.0,-110.85037398644008
9.600000000000001,-0.015859092914132157,50.0,-111.22639632764012
9.65,-0.03865061851531445,50.0,-111.64879632764013
9.700000000000001,-0.051483356505278424,50.0,-112.07119632764011
9.75,-0.06234924026663022,50.0,-112.4935963276401
9.8,-0.08306576430067932,50.0,-113.09726342948015
9.850000000000001,-0.10813382058443527,50.0,-113.75726342948016
9.9,-0.12682979703041386,50.0,-114.41726342948014
9.950000000000001,-0.14669536652928333,50.0,-115.07726342948014
10.0,-0.158353890298477,50.0,-115.73726342948014
10.05,-0.16770279597679735,50.0,-116.39726342948013
10.100000000000001,-0.17819949432106122,50.0,-117.05726342948014
10.15,-0.19042578699625548,50.0,-117.71726342948016
10.200000000000001,-0.18339104133839945,50.0,-118.08413436277347
10.25,-0.17808109715502754,50.0,-118.40093436277347
10.3,-0.1768087319053438,50.0,-118.7177343627735
10.350000000000001,-0.1772661077146127,50.0,-119.03453436277348
10.4,-0.1899187719082282,50.0,-119.6730949966936
10.450000000000001,-0.19389389755268358,50.0,-120.20788209613347
10.5,-0.18581817497754963,50.0,-120.44548209613346
10.55,-0.17912357824864,50.0,-120.68308209613349
10.600000000000001,-0.17721428553103005,50.0,-120.92068209613348
10.65,-0.16798271917282237,50.0,-121.15828209613348
10.700000000000001,-0.14693047741659138,50.0,-121.39188874149346
10.75,-0.13382885875287517,50.0,-121.47108874149345
10.8,-0.11209411247541207,50.0,-121.4563104808533
10.850000000000001,-0.07752375712983903,50.0,-120.9547104808533
10.9,-0.053128733321529065,40.0,-120.4531104808533
10.950000000000001,-0.02625500839616321,40.0,-119.9515104808533
11.0,0.011750838878733506,40.0,-119.4499104808533
11.05,0.0425464983932794,40.0,-118.94831048085328
11.100000000000001,0.0601431277999484,40.0,-118.44671048085328
11.15,0.07216500915724744,40.0,-117.94511048085332
11.200000000000001,0.08472961709134591,40.0,-117.46123958125335
11.25,0.10036477804400434,40.0,-117.11803958125333
11.3,0.12004925526220817,40.0,-116.77483958125333
11.350000000000001,0.13879465498141502,40.0,-116.43163958125331
11.4,0.146227,40.0,-116.16264000865345
11.450000000000001,0.1363430420957336,40.0,-116.21544000865343
11.5,0.13117380418225752,40.0,-116.26824000865344
11.55,0.13045462759650267,40.0,-116.32104000865345
11.600000000000001,0.12725128830686713,25.000000000000004,-116.29241453925323
11.65,0.1475457493484515,25.0,-115.7380145392532
11.700000000000001,0.15926059839263693,25.0,-115.18361453925324
11.75,0.16779665129782273,25.0,-114.62921453925323
11.8,0.1555911876877857,25.0,-114.38376211621392
11.850000000000001,0.09570495592974197,25.0,-115.57176211621395
11.9,0.03079618129491626,25.0,-116.75976211621395
11.950000000000001,-0.0053448743223828594,25.0,-117.38022419112032
12.0,-0.027793334889785755,25.0,-117.88182419112032
12.05,-0.02822582382036074,25.0,-117.58342187518662
12.100000000000001,0.02826488112200573,25.0,-117.16102187518663
12.15,0.0942747689097657,25.0,-116.73862187518667
12.200000000000001,0.14287976640213063,25.0,-116.31622187518664
12.25,0.15102836899755823,25.0,-116.14691073876014
12.3,0.135022,25.0,-116.14691073876013
12.350000000000001,0.09115396387372268,25.0,-116.14691073876014
12.4,0.048139544511935646,25.0,-116.14691073876014
12.450000000000001,0.03693223848644614,25.0,-116.14691073876014
12.5,0.03935060748093303,25.0,-115.9794469804668
12.55,0.04772400260096319,25.0,-115.90024698046679
12.600000000000001,0.06357912272145233,25.0,-115.82104698046678
12.65,0.06903037718635475,25.0,-115.74184698046679
12.700000000000001,0.08048062355038012,25.0,-115.66264698046679
12.75,0.08652448817866162,25.0,-115.58344698046679
12.8,0.08125386944158142,25.0,-115.50424698046679
12.850000000000001,0.09056461274829898,25.0,-115.3393672641467
12.9,0.09717483979083787,25.0,-115.0225672641467
12.950000000000001,0.10117213460071987,25.0,-114.70766488910688
13.0,0.09451200972157553,25.000000000000004,-114.81326488910688
13.05,0.07467078023677656,24.999999999999996,-114.91886488910689
13.100000000000001,0.07221820341814036,25.0,-114.87510841180006
13.15,0.08605298995554411,25.0,-114.47910841180004
13.200000000000001,0.10010222440311442,25.0,-114.08310841180003
13.25,0.11212500000000002,25.000000000000004,-113.68710841180005
13.3,0.12240730496130416,40.0,-113.29110841180005
13.350000000000001,0.12706658040723676,40.0,-112.89510841180004
13.4,0.11693976688025984,40.0,-112.99926633409356
13.450000000000001,0.10337535458841064,40.0,-113.10486633409353
13.5,0.08829781169530186,40.0,-113.21046633409352
13.55,0.06805134114101048,40.0,-113.31606633409353
13.600000000000001,0.056154009170939614,40.0,-113.42166633409354
13.65,0.057783,40.0,-113.52726633409353
13.700000000000001,0.06097526185110773,40.0,-113.63286633409352
13.75,0.05856947075910233,40.0,-113.73846633409353
13.8,0.054681963462894854,40.0,-113.7419273991734
13.850000000000001,0.050516864901738824,40.0,-113.60992739917339
13.9,0.0467277824930524,40.0,-113.47792739917338
13.950000000000001,0.05254954196670887,40.0,-113.11950395533326
14.0,0.06044141602404137,40.0,-112.74990395533325
14.05,0.06290116690442872,40.0,-112.38030395533325
14.100000000000001,0.05981781376999534,40.0,-112.01070395533323
14.15,0.05572399885511315,40.0,-112.00862495533345
14.200000000000001,0.05536345373225347,40.0,-112.00862495533345
14.25,0.056168209920897785,40.0,-112.00862495533343
14.3,0.05082898971540316,40.0,-112.00862495533345
14.350000000000001,0.04636538383265923,40.0,-112.00862495533346
14.4,0.04884640668962688,40.0,-111.99611757282668
14.450000000000001,0.0581977064864547,40.0,-111.78491757282669
14.5,0.06411015836490441,40.0,-111.57371757282665
14.55,0.06580593131554445,40.0,-111.4660718280268
14.600000000000001,0.06285092905182357,40.00000000000001,-111.51887182802679
14.65,0.05710488400986559,40.0,-111.5716718280268
14.700000000000001,0.05427943854192034,40.0,-111.62447182802678
14.75,0.047866297876550265,40.0,-111.67727182802679
14.8,0.03672175614130966,40.0,-111.73007182802681
14.850000000000001,0.03700410453349442,40.0,-111.44784808666657
14.9,0.04779207254665596,40.0,-111.13104808666657
14.950000000000001,0.0541520836473082,40.0,-110.81424808666654
15.0,0.04846389803094093,30.0,-110.86318217201354
15.05,0.031846334006792806,30.0,-111.04798217201353
15.100000000000001,0.007659191656535489,30.0,-111.27101853706706
15.15,-0.01815686495945939,30.0,-111.77261853706709
15.200000000000001,-0.041557,30.0,-112.27421853706711
15.25,-0.06289893695666382,30.0,-112.79129098086736
15.3,-0.08904903744282397,30.0,-113.68889098086734
15.350000000000001,-0.11348363135594731,30.0,-114.58649098086732
15.4,-0.10047480176427678,30.0,-114.78430829829333
15.450000000000001,-0.07497381833022077,30.0,-114.59950829829333
15.5,-0.0636517070545565,30.0,-114.41470829829335
15.55,-0.06032679467224572,30.0,-114.3869215068803
15.600000000000001,-0.061071986264966134,30.0,-114.65092150688027
15.65,-0.06600913821853588,30.0,-114.91492150688026
15.700000000000001,-0.07876765984655741,30.0,-115.17892150688027
15.75,-0.09359012397057295,30.0,-115.44292150688027
15.8,-0.11651992267593642,30.0,-115.7605627411204
15.850000000000001,-0.13611737911347443,30.0,-116.23576274112041
15.9,-0.13222767199359378,30.0,-116.71096274112045
15.950000000000001,-0.10572628210687261,30.0,-116.83457054705339
16.0,-0.07881573616955055,30.0,-116.74226252626703
16.05,-0.08021900794456058,30.0,-117.05906252626703
16.1,-0.08709041483213961,30.0,-117.37586252626708
16.150000000000002,-0.0768621263099888,30.0,-117.60203751266683
16.2,-0.05201773577071314,30.0,-117.60203751266684
16.25,-0.04513171960798011,30.0,-117.60203751266683
16.3,-0.050056145525461976,30.0,-117.62137774214685
16.35,-0.06217038696747313,50.0,-117.85897774214689
16.400000000000002,-0.06791413878464256,50.0,-118.09657774214686
16.45,-0.06401931038616593,50.0,-118.33417774214688
16.5,-0.061877534685214286,50.0,-118.57177774214686
16.55,-0.06938744023483416,40.0,-118.80937774214689
16.6,-0.07751232661357059,40.0,-119.04697774214692
16.650000000000002,-0.07051735876775239,40.0,-119.20952377414677
16.7,-0.05613105022218462,40.0,-119.23592377414676
16.75,-0.04265096861711284,40.0,-119.26232377414674
16.8,-0.03724902615519862,40.0,-119.28872377414675
16.85,-0.03995272159121413,40.0,-119.31512377414674
16.900000000000002,-0.039600256036059996,40.0,-119.34152377414674
16.95,-0.037660138102297,40.0,-119.38182990374683
17.0,-0.04099309717506297,40.0,-119.56662990374684
17.05,-0.04799534824613329,40.0,-119.75142990374684
17.1,-0.0539705920861874,40.0,-119.93622990374686
17.150000000000002,-0.05695747703092884,40.0,-120.12102990374689
17.2,-0.056693110571244876,40.0,-120.30582990374687
17.25,-0.05535231621370189,40.0,-120.49062990374686
17.3,-0.05235755134826333,40.0,-120.67542990374687
17.35,-0.04401005243834621,40.0,-120.6518216166267
17.400000000000002,-0.033512567632830746,40.0,-120.59902161662671
17.45,-0.023736506183822816,40.0,-120.53887140709327
17.5,-0.012405513242953872,44.59628628224063,-120.30127140709328
17.55,-0.002467638665120752,50.0,-120.06367140709325
17.6,0.00630686297747645,50.0,-119.82607140709327
17.650000000000002,0.012166077337967688,50.0,-119.58847140709327
17.7,0.01570586202911655,50.0,-119.35087140709328
17.75,0.012749973368405589,50.0,-119.36373624369351
17.8,-0.001652994355016893,50.0,-119.52213624369352
17.85,-0.006052640813255017,50.0,-119.6805362436935
17.900000000000002,-0.008219002112328375,50.0,-119.83893624369347
17.95,-0.013147610831432876,49.99999999999999,-119.99733624369345
18.0,-0.01473619777765578,50.0,-120.15573624369345
18.05,-0.011173837231747783,50.0,-120.31413624369345
18.1,-0.010050694055669038,50.0,-120.47253624369343
18.150000000000002,-0.010536801648845441,50.0,-120.63093624369344
18.2,-0.011699858551328875,50.0,-120.78933624369346
18.25,-0.019782143834258407,50.00000000000001,-120.94773624369348
18.3,-0.027134657607682692,50.0,-121.1061362436935
18.35,-0.03400457481436653,50.0,-121.26453624369348
18.400000000000002,-0.039587620513002166,50.0,-121.42293624369348
18.45,-0.04511161922590363,50.0,-121.5813362436935
18.5,-0.050507992047239075,50.0,-121.7397362436935
18.55,-0.05516361833029929,50.00000000000001,-121.89813624369353
18.6,-0.06,50.0,-122.05653624369353
18.650000000000002,-0.06,50.0,-122.21493624369353
18.7,-0.06,50.0,-122.37333624369352
18.75,-0.06,50.0,-122.5317362436935
18.8,-0.06,50.0,-122.6901362436935
18.85,-0.059449249946016545,50.0,-122.8485362436935
18.900000000000002,-0.056531,50.0,-122.83629565870663
18.95,-0.039444048445120033,50.0,-122.62509565870664
19.0,-0.026083965777538312,50.0,-122.41389565870664
19.05,-0.015697727330242984,50.0,-122.20269565870663
19.1,-0.004445685817825756,50.0,-121.99149565870664
19.150000000000002,0.006256374281690133,50.0,-121.78029565870662
19.200000000000003,0.008358341755440693,50.0,-121.7141956607868
19.25,-0.0019382822993294201,50.0,-121.81979566078681
19.3,-0.007512307112518142,50.0,-121.92539566078679
19.35,-0.008656560989569583,50.0,-121.9644065711866
19.400000000000002,0.007156746092146659,50.0,-121.67400657118657
19.450000000000003,0.024152509124544704,50.0,-121.38360657118658
19.5,0.03977765203728968,50.0,-121.09320657118661
19.55,0.05011289002613342,50.0,-120.80280657118662
19.6,0.061835298343224966,50.0,-120.5124065711866
19.650000000000002,0.07057123738616951,50.0,-120.2643194378266
19.700000000000003,0.068882710127927,50.0,-120.05311943782665
19.75,0.06872368289370517,50.0,-119.84191943782666
19.8,0.06235998809745033,50.0,-119.63071943782666
19.85,0.052044084261632546,50.0,-119.72837673074702
19.900000000000002,0.022076546574278863,50.0,-120.28277673074703
19.950000000000003,0.0005496727667305095,49.99999999999999,-120.83717673074702
20.0,-0.017807386009235524,50.0,-121.2971123588402
20.05,-0.026100771989472433,50.0,-121.5083123588402
20.1,-0.028102943523261058,50.0,-121.66269984220001
20.150000000000002,-0.013815084575221279,50.0,-121.55709984219999
20.200000000000003,0.0029809999999999997,49.99999999999999,-121.45149984219998
20.25,0.007807141279550744,49.99999999999999,-121.34589984220001
20.3,0.015742773608919028,50.0,-121.2402998422
20.35,0.011013602230299692,50.0,-121.1346998422
20.400000000000002,7.837993402588859e-05,50.0,-121.0290998422
20.450000000000003,-0.012236523279118516,50.0,-120.9234998422
20.5,-0.010136369547647187,50.0,-120.69386497446641
20.55,0.01382283224957085,50.0,-120.18575750954668
20.6,0.011239382793533507,50.0,-120.13295750954669
20.650000000000002,0.0029629635709320797,50.0,-120.35648071538691
20.700000000000003,-0.017451243098426727,50.0,-120.77888071538689
20.75,-0.027457105783248566,50.0,-121.20128071538687
20.8,-0.03888509402294168,50.0,-121.62368071538694
20.85,-0.04848042763180755,50.0,-122.04608071538695
20.900000000000002,-0.054674,50.0,-122.46848071538697
20.950000000000003,-0.049632265583491694,50.0,-122.6591438998933
21.0,-0.025009583815563244,50.0,-122.50074389989328
21.05,-0.006280202664971095,50.0,-122.34234389989325
21.1,0.009362231575610796,50.0,-121.93424035583946
21.150000000000002,0.03377670080925785,50.0,-121.1950403558394
21.200000000000003,0.050585944083486115,50.0,-120.62716764383966
21.25,0.04808280814904871,50.0,-120.20476764383966
21.3,0.05213419343384919,50.0,-119.78236764383965
21.35,0.046692424561219775,50.0,-119.86788340369357
21.400000000000002,0.010517247183999977,50.0,-120.05268340369356
21.450000000000003,-0.0033705423624397672,50.0,-120.23748340369357
21.5,-0.004938779123405306,50.0,-120.42228340369358
21.55,-0.007544178132911287,50.0,-120.60708340369355
21.6,-0.00853514792367294,50.0,-120.7918834036936
21.650000000000002,0.0054505392189997445,50.0,-120.9766834036936
21.700000000000003,0.012582578604292271,50.0,-121.1614834036936
21.75,0.00988734267911098,50.0,-121.34628340369358
21.8,0.0043761340870417135,50.0,-121.72600773417392
21.85,-0.020786978415971144,50.0,-122.2012077341739
21.900000000000002,-0.04363150491778377,50.0,-122.5121930496932
21.950000000000003,-0.02904150787474761,50.0,-122.35379304969321
22.0,-0.033419393253927884,50.0,-122.38549644977351
22.05,-0.048465205925757024,50.0,-122.51749644977352
22.1,-0.05071253173612636,50.0,-122.6494964497735
22.150000000000002,-0.052904953160939426,50.0,-122.78149644977347
22.200000000000003,-0.05891527019664426,50.0,-122.91349644977346
22.25,-0.06268690988289193,50.0,-123.04549644977345
22.3,-0.048356208558374934,50.0,-122.85753372537293
22.35,-0.02955082534279662,50.0,-122.38233372537292
22.400000000000002,-0.00672425764580966,50.0,-121.90713372537292
22.450000000000003,0.018451018832731328,50.0,-121.56451707957326
22.5,0.023695247419848527,50.0,-121.48531707957326
22.55,0.022857164214870853,50.0,-121.40611707957326
22.6,0.01786936021516795,50.0,-121.32691707957326
22.650000000000002,0.018160779859531642,50.0,-121.24771707957326
22.700000000000003,0.01573700091654165,50.0,-121.16851707957328
22.75,0.02333238114363814,50.0,-121.08931707957329
22.8,0.03426554677419867,50.0,-121.01011707957332
22.85,0.04502383388771028,49.99999999999999,-120.93091707957332
22.900000000000002,0.049471612228711374,50.0,-120.85171707957332
22.950000000000003,0.04891280546805142,50.0,-120.77251707957333
23.0,0.04531801623198198,50.0,-120.69331707957335
23.05,0.044012377066395325,50.0,-120.61411707957333
23.1,0.048577979867901605,50.0,-120.53491707957335
23.150000000000002,0.04662820224757017,50.0,-120.45571707957332
23.200000000000003,0.04628849446722828,50.0,-120.23611748998643
23.25,0.05406653530087635,50.0,-119.86651748998648
23.3,0.058372950169965555,50.0,-119.49691748998644
23.35,0.06621178828060512,50.0,-119.12731748998647
23.400000000000002,0.0649924496081847,50.0,-118.95446095558665
23.450000000000003,0.06081311144127381,50.0,-118.90166095558666
23.5,0.05441813169358535,50.0,-118.84886095558666
23.55,0.04792704589553578,50.0,-118.79606095558665
23.6,0.04446653700710119,50.0,-118.74326095558666
23.650000000000002,0.03920804946817334,50.0,-118.69046095558666
23.700000000000003,0.0409500345494468,50.0,-118.63766095558665
23.75,0.04524924095979575,50.0,-118.58486095558666
23.8,0.04816204036668756,50.00000000000001,-118.53206095558667
23.85,0.04894591829478583,50.00000000000001,-118.47926095558667
23.900000000000002,0.050614375506641406,50.0,-118.2636283310532
23.950000000000003,0.05290603534293985,50.0,-117.99962833105319
24.0,0.05790196465611911,50.0,-117.73562833105319
24.05,0.06394228983900718,50.0,-117.47162833105318
24.1,0.06617593653115542,50.0,-117.20762833105317
24.150000000000002,0.06733525145221177,50.0,-116.94362833105319
24.200000000000003,0.064518,50.0,-116.67962833105318
24.25,0.06550017147368116,50.0,-116.4156283310532
24.3,0.05921628463431474,50.0,-116.36530373585336
24.35,0.048357115484140165,50.00000000000001,-116.44450373585337
24.400000000000002,0.04207421462774333,50.0,-116.52370373585335
24.450000000000003,0.03814132386306392,50.0,-116.60290373585336
24.5,0.03190083954415732,50.0,-116.68210373585335
24.55,0.02571214482514774,50.0,-116.76130373585333
24.6,0.023727602092550225,50.0,-116.84050373585333
24.650000000000002,0.021301947261108546,50.0,-116.91970373585332
24.700000000000003,0.03425854135033063,50.0,-116.68596611862648
24.75,0.051595159043892475,50.0,-116.2635661186265
24.8,0.05884135987630549,50.0,-115.8411661186265
24.85,0.062202,50.0,-115.4187661186265
24.900000000000002,0.06966433983097162,50.0,-114.9963661186265
